geneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ADGRG3	-2.5944580807330593	-2.6294950847284926	-1.4603414208224712	-0.28740021331896326	1.8453937553667208	0.6293543851950472	2.5903925646471038	0.594338177194003	1.5458928321909682	1.3146080630431503
ADGRG5	-2.4689233763825222	-0.5258747607310107	-1.9626459415459123	-1.1706896405787666	1.0869424533584442	2.304545053790984	2.84255300789633	3.406271230284003	4.295487814815442	2.6078740335119877
ADGRG6	5.9707934449092335	6.015457316710265	6.402846312569244	6.234709481731128	5.820741502215291	4.341393429743938	3.261958094173007	3.819268606787022	3.8340581748614966	4.430532006840593
ADGRL3	5.411583214725251	5.599978198893773	5.316576126021717	5.351018756077912	5.185534317968023	1.9825473761533097	2.9197837139357015	1.3120283029225317	1.0616110419369746	2.663459307330275
ADH1A	0.48848532828452457	2.7351140929084807	3.6757432122985763	3.77333440663802	1.3717268878502615	-1.8105922712824865	0.012540252893610333	-1.7487511088936285	-1.938350777013828	-2.356443627919601
ADH1B	7.1783509106327745	9.394226973792064	9.598158062675198	9.671242790847097	9.125049975026174	1.1479959655954217	5.7693452856773115	4.312679801906171	2.9347081570265963	0.0334386984410408
ADIPOQ	6.580449420142726	8.026083759307099	9.287813928577721	9.118727069417696	6.990843473629655	0.8634726945714212	5.640069380164906	3.137931257416784	2.425413258146061	0.058002216736841805
ADIRF	6.642198310825513	7.659215696927532	8.254184868903241	8.293454512610898	7.1103493662980695	4.943541531352443	4.782738329595142	4.0410111255415915	4.182494360355752	3.3468591608685445
ADORA1	2.562524595880194	1.8966491798563736	2.0843342007576715	2.0322250866819895	1.1120700533386472	0.16088180653430645	0.8837781883637215	-1.1188280560804316	-0.801059621232101	-0.6588915579144927
ADORA2A	-2.246214812041676	-0.7272516166236871	0.07758218596777226	-2.0359232778123237	1.3965458801411128	3.3373690860011602	4.036815889918887	4.351549364573272	4.4700932909903806	2.9654325510167476
ADORA3	-2.7973058647823317	-1.285370259029607	-0.5108641811356066	-0.03355528979800784	1.2669938860910246	2.8274475234952514	2.3048835161561367	2.9244392300841207	1.6180746104478883	2.2016796685233535
