txID	0hr_rep1	0hr_rep2	8hr_rep1	8hr_rep2	16hr_rep1	16hr_rep2	24hr_rep1	24hr_rep2	32hr_rep1	32hr_rep2	40hr_rep1	40hr_rep2	48hr_rep1	48hr_rep2
PF3D7_0101100.1	2.1179670299801123	1.3412921996352494	-3.930963389805746	-3.5989520928690535	1.5092769672013855	-2.4278598824528883	-3.2376288990993856	-3.306039232641959	-3.500465232331158	-1.425896941957767	-1.2372641451854418	-4.027713602767768	-0.10449991908038045	-2.9954519132715225
PF3D7_0101200.1	2.1201223247451426	2.0030150174342034	2.69514130266331	2.323035763069348	2.4253815914698738	1.8554724592125755	1.4137737013955267	0.6056154811068275	-0.1297161202684673	-0.5305376448431757	-0.8213380948741509	-2.471518817476087	1.4715451916310265	1.8137651679800388
PF3D7_0101300.1	-0.9772943228641284	0.3056504382771779	-3.931479988144148	-1.268099786418481	3.5352942413615773	2.5634980552534707	4.473727080736048	5.781993696255058	2.768674331594263	1.7778213008774297	0.3570896742273251	-0.21617447039256668	0.18000212129921395	-2.9954519132715225
PF3D7_0102000.1	0.6749002304519192	1.4052294522802438	0.33296435360510657	1.0055300301768428	-0.7336581490525313	0.47380732111987467	-0.06517237576020153	-3.325200548482976	-0.6563541105271676	-1.425896941957767	-0.42871129186772994	-4.027713602767768	0.5991417725084657	-0.1432120461954985
PF3D7_0102100.1	1.3599351500146875	1.1847592024080458	1.8604521973846642	0.6149217734166497	0.8628500027833008	0.8259073786970348	0.8493238774988768	-3.325200548482976	-0.30189198915501014	0.16468897156775705	-1.278818606048221	-4.027713602767768	0.6135112224200182	0.7486382250427897
PF3D7_0102200.1	12.121962628319345	12.137619616214993	11.473916040734077	10.69856378984087	9.938413988512615	7.479346972556066	7.433517139202201	3.988721610356728	4.159991734922996	3.2179699418569743	7.774678179535341	6.345811819824011	11.325872957867977	11.2431296840498
PF3D7_0102300.1	2.3860973879559517	0.8519116885901785	1.2349432140507859	-1.9373323552571964	-0.17354548205061834	-0.20809975825032906	4.21260110930994	4.306239731225918	4.912987320429165	4.687782594430036	4.09037552214589	4.689589388069191	2.6264882948285297	1.1466306015019545
PF3D7_0102500.1	8.934689948865296	9.45060516652709	7.623139547554626	5.285307662910005	5.195819739635295	3.749134047799299	3.2981430356537773	0.9251777545220026	2.558481135822456	2.273883033014455	7.067826310620477	5.582081508921766	9.736728997147852	8.674424776359565
PF3D7_0102600.1	2.3495523322096155	1.9325715316622618	2.0446217268041607	2.0685154209575676	5.3553409140318315	6.194822703651426	3.654188533222044	5.782839613110727	2.5233115135571973	1.7457696937440035	1.4448997488439597	0.6112023261155918	2.2562996269511757	1.7658257477413215
PF3D7_0102700.1	3.9511389443218534	5.294711068562963	3.4462204942660875	3.2594519678633733	1.5099891801989758	1.7507531791168356	0.2216189406269099	0.3554066339017497	0.9241027846130109	1.3886523977784135	1.153472377113302	0.5817370981136764	2.9556544512162866	4.535245627177817
PF3D7_0103000.1	1.8229083653001106	0.9519671457837678	1.2929403334155576	0.27070277055409797	-1.9295734210506499	-2.4278598824528883	1.287833715163026	0.1131092357585023	2.266573901918487	1.752291626560899	3.000117483256506	2.7788598269298146	1.7499867919891772	1.9119918454454745
PF3D7_0103200.1	5.338906398909902	5.393830250661531	5.679500262169158	6.557766948549929	6.812663802663846	7.455280825358247	7.841223669869025	8.274909474009839	7.663650914337269	8.17298540069146	6.547699344392884	6.859634309892676	5.582857895699053	5.619370691671918
PF3D7_0104100.1	5.396940230625715	4.29510676668792	3.6586437153019733	1.8258992703886967	2.4915731465459747	-0.10396277341349713	1.282847002362358	-1.004060125700555	3.3432446120419566	2.275434322108017	6.0855883641076165	5.644847881143417	5.3018458721193635	5.478277336655715
PF3D7_0104200.1	7.351419567378181	9.140124241548767	6.207867400959165	4.706292520883428	4.962627339707403	4.896752630297296	6.042733925667579	6.605634413271383	6.001259391891824	6.045618262627903	6.583141840856367	6.574003031478843	8.057608219242672	8.532552401984233
PF3D7_0104300.1	8.8179792186152	9.730715631158265	8.537713090189461	8.59032565005904	7.942618860840895	7.826819017851945	7.339907495226429	7.278131104318465	6.699477311206405	6.480705728361417	6.829566985228777	6.596653916524791	8.780477554146092	8.85130070428416
PF3D7_0104700.1	1.9933174458285965	1.3106899050883112	1.4242647824644414	1.6835309173472726	1.6011191141342982	2.101829575722756	-0.4331328704508686	-1.7415001544453754	0.19958981880501697	-1.425896941957767	0.48832089076955154	-0.5711334889215655	1.8796381780852902	2.2179132706042894
PF3D7_0104800.1	5.984069994058053	6.33584138205364	4.291881572795743	2.5841605931709073	2.7754693884217527	1.979868340317817	5.181495801518075	4.292749214379654	6.111710646203023	5.631806539953297	6.196221101413965	6.188250532369266	6.064653100903041	6.55449189335141
PF3D7_0105300.1	2.9366320094727225	3.8839280424458944	0.8712851255376596	-0.1456834649914632	0.03060506308369735	-2.4278598824528883	-0.39731165168856625	-1.7270047468216894	0.26743246861602044	1.6902024577795254	3.5597818359809787	4.364470526446424	2.8340076051068066	3.89231018595471
PF3D7_0105400.1	2.3857776338315473	2.884306908444309	-0.6823739329599234	-3.5989520928690535	-0.009537538419370642	-0.08900150609117777	-1.620711229029134	-3.325200548482976	0.23816896515229624	0.08440356203245876	2.649558078992695	2.4286765334403015	2.4931378226064753	2.900021321763878
PF3D7_0105400.2	0.844917028599548	1.5772368627386135	-0.23695539921358466	-0.7363992512608261	-0.8004486351181281	-2.4278598824528883	-1.6205219389868086	-1.6816256397029248	-3.500465232331158	-1.425896941957767	1.4164741471177533	-0.025489804246909643	0.1151641010108708	0.9355517852231116
PF3D7_0105800.1	5.197322129766477	5.133347798325728	3.827529377640238	1.4446866316644116	2.9720024289342692	1.9652066921735327	5.147205155591067	3.616716208199253	5.789472664185768	5.34306476196485	6.309315247469382	6.347419349183877	5.661725030935835	5.509600609319413
PF3D7_0105900.1	2.8434126033075717	2.9223406527901004	1.5618116487008802	-2.0229252362248205	1.2847672703151072	1.3034136814773358	2.1172782354692177	1.7114400920544743	3.0475832687616986	3.3331047666404436	3.834006856617926	3.7338649326840985	3.4626278655309415	3.3615181477634835
PF3D7_0106000.1	5.440005907819372	5.68559851792618	4.002238124288913	2.551216439024916	2.9752283944666997	1.270476623426442	4.090061338158719	2.697266670429758	4.934869679133182	5.017496746069084	6.521305863372737	6.5145293943796325	5.87077858156291	6.3011713553346524
PF3D7_0106600.1	0.058546469293101214	-0.21295519395065812	-0.22323023983111	-0.168782352766014	-1.184115773655708	1.1072357375099717	-3.2390321547898964	-3.325200548482976	-1.8973345802319328	-1.425896941957767	-1.2789986267230502	-2.4636850794350167	0.18598008205362732	1.2923819963113838
PF3D7_0107500.1	9.414789873443242	10.59327321341447	9.626009004582992	10.02155802455808	9.596567949391234	9.542724001438888	9.099107333847027	9.222854712822059	8.178682962233118	8.247686514958684	7.573355183852873	7.3343334842667804	9.333039757078197	10.077037045193558
PF3D7_0108500.1	6.978104399675511	8.91879146677305	6.72706154393077	7.908184440143526	5.650993243423899	6.079593447634342	3.1338939308772167	3.8663252741936045	2.1322456801078395	3.297625036117238	3.342662088455293	2.890836581021366	6.076495105582786	7.816771434767743
PF3D7_0109000.1	6.403507334965838	8.294297197402551	5.1551454874373155	3.963128802395556	3.0976794444513804	1.5917952369883754	2.056930887532586	-1.0225721611839194	1.5998130260587236	0.8991302667262395	5.0562560873531215	4.992684707349479	6.773729703055017	7.936916123401325
PF3D7_0109100.1	5.941654926734937	6.378578180965951	5.202228905399286	3.562458484634074	3.881799996018725	2.6115650518055666	2.116688116669678	-1.0026610344764115	0.40225271299525495	0.8961453273573533	4.337860007244586	3.249675587541685	6.710213655060647	6.03901222030127
PF3D7_0109850.1	4.142341990576186	2.5411656987993183	2.8878484833047486	1.0390115579527692	1.303492714499243	0.3918896522507645	2.3140225074494394	1.529179190010101	4.315707297543963	3.331160969621327	5.333954575106112	4.974543455380585	4.665250047922015	4.413389344927228
PF3D7_0109950.1	1.7808083745733523	0.962859651522447	0.36349811705511065	-2.025149805840927	-1.3072712510449698	-2.4278598824528883	1.8441900169644638	2.17466629636652	3.0815439244572675	2.919036806904554	3.3897492008194874	3.0368405010337116	2.1879523753521837	1.6739233465689702
PF3D7_0111500.1	3.7166935898113147	4.5479331194735995	2.642120477280896	0.46910086863055256	1.1555284615424575	0.42454402487885495	2.7372838454627217	2.5454287282375447	3.8459121035272057	3.3350396586733377	4.5431218697787425	4.696903475299104	4.167754983247844	5.091805493269501
PF3D7_0111600.1	1.195959630886621	0.299293679987022	1.3720934272470635	1.4053148056801141	2.371098957568696	2.8901399505071126	3.4242962503266656	3.4455504085101945	3.1435812995938	2.8289089889860413	2.379033822061647	2.61799583101602	1.4978722625020757	1.1422738283786238
PF3D7_0111700.1	0.24495399650963426	-2.6026628746532516	0.01111178612136408	0.5955901073181852	0.880000345025908	1.154031607144789	2.3196623581853	1.6607087107030438	1.552014553196658	-1.425896941957767	1.3712451984044347	1.1639393587164664	0.9057660171757043	-0.2835197159095791
PF3D7_0112400.1	-3.8380546100407673	-2.6026628746532516	-1.0984867907012554	-0.734133397369836	-2.0244042113941205	-2.4278598824528883	-1.6189526678658441	-3.325200548482976	-0.3057384285975336	-1.425896941957767	-1.1396868368914899	-1.1468738817985755	-2.300803234848154	-2.9954519132715225
PF3D7_0112800.1	2.5999698556989213	2.4721743388094737	1.392160745080451	1.5669023906801272	-1.2618048937027992	-0.005611958033827289	-0.41547778621346004	-3.325200548482976	-0.2680001813195835	-1.425896941957767	1.174332935669438	0.021161510820851725	1.331226602062733	0.7589819155401268
