A	infection	infection	infection	F	F.p.value
CTSO	5.60954517325113	1.72322639047512	8.66127784274885	1.77873305436406e-06	75.0177338692922	1.77873305436407e-06
CTSS	8.29048363746966	5.03699242088231	17.4885770815509	7.70033292332981e-10	305.850328337346	7.70033292332981e-10
CTSV	5.12280812417014	-2.63686046737634	-3.85323024846972	0.00233930662966469	14.847383347722	0.00233930662966469
CTSW	2.85827256806463	4.03458240582936	7.36734224978273	9.17607513127425e-06	54.2777318254337	9.17607513127425e-06
CTSZ	7.39724452637369	2.91057473764683	11.9585124793924	5.58769378519254e-08	143.006020719784	5.58769378519256e-08
CTTN	7.49032884085919	-0.72559473163679	-3.20187777669723	0.00769791167750658	10.2520212969076	0.00769791167750658
CTTNBP2	1.57218261048861	-2.91188430774774	-6.95634194500438	1.61038265559589e-05	48.3906932558273	1.61038265559589e-05
CTTNBP2NL	5.7323763068449	-1.59452268180735	-5.79959995078909	8.83169656207158e-05	33.6353595891928	8.83169656207158e-05
CTU1	1.19064123303034	0.33109768854623	1.04662376546746	0.316107316830333	1.09542130644129	0.316107316830333
CTU2	2.92137990652974	0.396946900636248	1.76521895880851	0.10319952239871	3.11599797253699	0.10319952239871
CUBN	2.68385614880372	0.0625907459812831	0.150058950792402	0.883236394947368	0.0225176887129166	0.883236394947368
CUEDC1	4.38953270379195	-0.162625800961291	-0.993250893520862	0.340393841066893	0.986547337479991	0.340393841066893
CUEDC2	4.39079853273937	0.114644841436535	0.862325139705688	0.405584604276841	0.743604646568435	0.405584604276841
CUL1	6.67320604952543	0.567609523890166	3.87608117722703	0.00224491911757783	15.0240052924537	0.00224491911757782
CUL2	5.56586024278592	0.0239134665859755	0.129291329246129	0.899290942312096	0.016716247818231	0.899290942312096
CUL3	6.89449105027436	-0.559209460328334	-4.04553095901327	0.001656828513238	16.3663207403348	0.001656828513238
CUL4A	6.64674421964454	-0.392053308875681	-3.21138138643452	0.00756399556350627	10.3129704091381	0.00756399556350627
CUL4B	6.18612050974578	-0.42485539324659	-2.66942311412008	0.0205893794892187	7.12581976219854	0.0205893794892187
CUL5	6.46432446471867	-0.249473447540583	-1.16307581980856	0.267635494462761	1.35274536262337	0.267635494462761
CUL7	4.64854492601888	0.127568198402916	0.744387012475495	0.471115260072928	0.554112024342193	0.471115260072928
CUL9	5.49285816926222	0.0620894687145075	0.431630179903895	0.6737418782185	0.186304612203869	0.6737418782185
CUTA	5.46211288133341	-0.276364298911064	-1.62064065624337	0.131324621417561	2.62647613666893	0.131324621417561
CUTC	3.92426384095879	-0.0632298548692947	-0.383373522756216	0.708217006496701	0.146975257950511	0.708217006496701
CUX1	6.11304438829334	-0.240212497746051	-1.51234823298171	0.156590464343238	2.2871971778029	0.156590464343238
CUZD1	0.0561239824380236	1.05538675407103	2.53358972625895	0.026421739752042	6.41907690100492	0.026421739752042
CWC15	5.45640258057795	0.151567304609395	0.899226400578316	0.386401198236556	0.808608119497034	0.386401198236556
CWC22	4.97786958123377	-0.710240281030556	-3.64717936598357	0.0033986582049499	13.3019173276563	0.0033986582049499
CWC25	4.38342900141604	0.0237126117267072	0.155998877629188	0.878654117290921	0.0243356498215665	0.878654117290921
CWC27	4.15254773070799	-0.654396142308991	-3.4243004719214	0.00510985518719828	11.7258337220011	0.00510985518719828
CWF19L1	4.98416585796317	0.17368438333285	1.05525161146892	0.312304767526376	1.11355596350776	0.312304767526376
CWF19L2	5.12487344298442	-0.332271904254691	-2.04284837331015	0.0639114173999598	4.17322947633593	0.0639114173999598
CWH43	4.82309192837533	-2.53468778699668	-4.79511244739734	0.000449976455350088	22.9931033831849	0.000449976455350088
CX3CL1	4.12876701646536	0.580175205700862	2.19002934777445	0.0492290263120521	4.7962285441134	0.0492290263120521
CX3CR1	2.75368137742574	1.22660381747104	3.05731150270095	0.0100560574443381	9.34715362454754	0.0100560574443381
CXADR	6.49355738815181	-2.68744127486101	-4.04617937046087	0.00165491334330078	16.3715674979431	0.00165491334330078
CXCL1	0.952011193482348	6.1525405581596	8.15067740794059	3.32317547216908e-06	66.4335422083131	3.32317547216908e-06
CXCL10	4.56515157756186	9.07036651964512	10.3595979833244	2.67448000291976e-07	107.321270376098	2.67448000291976e-07
CXCL11	3.0515530349133	8.2087184816404	7.56917781518873	7.01469447248214e-06	57.2924527979452	7.01469447248214e-06
CXCL12	7.99750904236833	0.68554596088615	2.99568699318848	0.0112703218700121	8.97414056115862	0.0112703218700121
CXCL13	-0.87488767522245	8.12703901664769	7.37258821716708	9.11166984680835e-06	54.3550570199109	9.11166984680835e-06
CXCL14	8.56076243354584	-3.36160199705067	-13.5493938248578	1.3930244614789e-08	183.586073021094	1.3930244614789e-08
CXCL16	5.33911597173974	2.64288959551681	14.9424534084921	4.62581482862318e-09	223.276913864957	4.62581482862318e-09
CXCL2	0.964779293031464	3.76778714775494	8.70549282710371	1.68720634461193e-06	75.7856053627541	1.68720634461193e-06
CXCL3	0.0795826533973763	4.6573521313135	6.45457599639037	3.29547128802732e-05	41.6615512931787	3.29547128802732e-05
CXCL5	1.63597678713104	5.37444152643482	3.07496314096622	0.00973304701461563	9.45539831830081	0.00973304701461563
CXCL8	3.99638092381189	6.01138476189239	4.51320853789041	0.000728592617676469	20.3690513064869	0.000728592617676469
CXCL9	6.53127277563038	8.82495581119798	16.9011242709902	1.13873357920975e-09	285.648001623455	1.13873357920975e-09
CXCR2	2.24240253834955	-0.281564470627301	-0.587776843506251	0.567690211985907	0.345481617762172	0.567690211985907
CXCR2P1	1.99893671860894	5.48535560845628	8.38220389299089	2.49440362894391e-06	70.2613421036716	2.49440362894391e-06
CXCR3	0.900095283867842	6.11148305535644	10.7391527165061	1.81248567361701e-07	115.329401068441	1.81248567361701e-07
CXCR4	4.65849093609551	5.10469448355752	24.2365995034658	1.76478204996436e-11	587.412755491399	1.76478204996436e-11
CXCR5	1.09456733197701	3.58718262844568	4.60919257419847	0.000617607348368958	21.2446561860463	0.000617607348368958
CXCR6	4.080045386325	5.50909408556428	15.5002867122653	3.05283481218956e-09	240.25888816243	3.05283481218956e-09
CXorf21	2.47013740534312	3.15060027389888	11.2000592777875	1.14715116272828e-07	125.441327825955	1.14715116272828e-07
CXorf23	4.11711918425632	-0.704424770588215	-2.98752394557092	0.0114418115843786	8.92529932535964	0.0114418115843786
CXorf36	4.0061118337661	0.0406247207579327	0.142105495025206	0.88937887714905	0.0201939717163588	0.88937887714905
CXorf38	5.1835284507898	0.862422897841141	4.91895606434333	0.00036534786089991	24.1961287629401	0.00036534786089991
CXorf40A	3.87776512529511	0.585741283324967	3.56935316194934	0.00391721169936658	12.7402819947178	0.00391721169936658
CXorf40B	3.55485982010884	0.0644447775852224	0.313086415940346	0.759644862030427	0.0980231038463715	0.759644862030427
CXorf56	4.82537438329544	0.00572829647199757	0.0338394141614286	0.973567282219706	0.0011451059507887	0.973567282219706
CXorf57	2.22577725709933	-0.473635593014893	-1.66428477540078	0.122194956395643	2.76984381363083	0.122194956395643
CXXC1	4.97607976648264	0.0736662870002336	0.492113651882981	0.631609518261727	0.242175846369604	0.631609518261727
CXXC5	4.81043626322077	0.345842159392193	1.40782134385523	0.184816762290975	1.98196093621433	0.184816762290975
CYB561	5.64152441593191	-0.155011188855457	-0.822240920091343	0.427139776570517	0.676080130672658	0.427139776570517
CYB561A3	6.30320484207938	-0.268032832101961	-1.49436553788146	0.161167445382288	2.23312836080773	0.161167445382288
CYB561D1	4.98270139471593	-0.695972816590571	-4.4098878697857	0.000871598385078457	19.447111024083	0.000871598385078457
CYB561D2	3.85809776799044	1.87400558233816	7.44353420601647	8.28650775141644e-06	55.4062014761372	8.28650775141644e-06
CYB5A	5.51784308970514	-1.35841871313089	-5.31680894265884	0.000189782778602899	28.268457332737	0.000189782778602899
CYB5B	6.23093145462205	0.149567771357548	1.09520846913965	0.295138758771444	1.19948159087521	0.295138758771444
CYB5D1	3.8375277935112	-0.941469143803951	-5.4371814090315	0.000156348229629318	29.5629416747177	0.000156348229629318
CYB5D2	4.02725298649489	-0.179456674030511	-0.896084972565037	0.388009573689456	0.802968278056883	0.388009573689456
CYB5R1	6.12566625625258	-0.979790684722022	-3.47631823978637	0.00464457210726345	12.0847885042714	0.00464457210726345
CYB5R2	3.9696877849167	-1.53093021540588	-4.90294866274174	0.000375276003921681	24.038905589481	0.000375276003921681
CYB5R3	6.50301226412174	-1.53447504316026	-6.550256609344	2.86749074175266e-05	42.9058616482548	2.86749074175266e-05
CYB5R4	5.9929024207116	1.85819085545859	9.46413117053321	7.02569069293784e-07	89.5697788130583	7.02569069293782e-07
CYB5RL	3.911132010619	-0.28732843877814	-1.2444620568446	0.237328827698622	1.5486858109259	0.237328827698622
CYBA	6.12527411876019	4.25138253666742	15.848335128174	2.37176570569073e-09	251.169726334913	2.37176570569073e-09
CYBB	7.97138282297732	4.79665879439519	12.8972086064596	2.41747417094659e-08	166.337989838534	2.41747417094659e-08
CYBRD1	8.34284705905076	-1.43421914897182	-5.29248986337584	0.000197409546264553	28.010448953936	0.000197409546264553
CYC1	5.94619993727357	0.20785365286501	1.07771218995917	0.302565749861844	1.16146356438659	0.302565749861844
CYCS	6.55982138433083	0.716749052900322	3.96616407757712	0.0019094465422594	15.7304574902631	0.0019094465422594
CYFIP1	7.6011634853011	0.347765811704475	2.07150184332927	0.0607649970884639	4.29111988691657	0.0607649970884639
CYFIP2	4.59090914611827	2.07199260904081	11.1549857648572	1.19878977089883e-07	124.433707414166	1.19878977089883e-07
CYGB	3.88019127077607	-0.0665586237389442	-0.300449297899157	0.769028815595003	0.0902697806080962	0.769028815595003
CYHR1	4.92766086051943	-0.208482533231309	-1.17359735739801	0.263555234482387	1.37733075729158	0.263555234482387
CYLD	7.32783229202275	1.25032827171767	6.89149213139765	1.76327044220565e-05	47.4926637971157	1.76327044220565e-05
CYP19A1	2.23588067490293	1.93283997451408	3.01918873357371	0.0107908176862401	9.11550060893843	0.0107908176862401
CYP1A2	0.883330298385046	-0.621372546901005	-1.49068623798508	0.162117848536986	2.22214546011812	0.162117848536986
CYP1B1	5.49414089317756	0.484868853023007	2.41131642203686	0.0330272822437556	5.81444688718464	0.0330272822437556
CYP20A1	4.89837695138763	0.165345953551875	1.13063828389162	0.280523481663063	1.27834292900138	0.280523481663063
CYP24A1	0.895402599152114	2.52384313292548	5.08363360458333	0.000277847580006361	25.8433306256489	0.000277847580006361
CYP26B1	4.24671829502103	-1.56556132795922	-6.32583015830785	3.98158157663376e-05	40.0161271917571	3.98158157663376e-05
CYP27A1	4.38575374689886	0.578082566389109	1.01631677409189	0.329736329699498	1.03289978530054	0.329736329699498
CYP27B1	2.08446997800351	3.92997280840428	9.46948044415451	6.98379310618725e-07	89.6710598822246	6.98379310618725e-07
CYP27C1	2.1620907014427	-1.63750493436251	-8.46197286047988	2.26269152920312e-06	71.604984691498	2.26269152920312e-06
CYP2C18	1.1433824016941	-1.00665650922023	-0.939033624899379	0.366419448826769	0.881784148691668	0.366419448826769
CYP2D6	0.557477685477359	-0.596509489128501	-1.36011103393923	0.199053086533998	1.84990202464325	0.199053086533998
CYP2D7	0.0425018997052068	0.607353876622632	1.62209713047273	0.13101055732507	2.63119910068786	0.13101055732507
CYP2E1	2.12108245971884	-2.15639822578926	-6.0555461266483	5.96603332864338e-05	36.6696388919652	5.96603332864338e-05
CYP2J2	1.46910672754547	-4.41959982695583	-7.88752565559363	4.63759300541663e-06	62.2130609676477	4.63759300541663e-06
CYP2R1	4.06359859851774	-0.581958792172025	-2.83720242365135	0.0151085016076904	8.04971759277307	0.0151085016076904
CYP2S1	1.92326116078799	1.25018322534142	3.63208061528485	0.0034934616845707	13.192009595928	0.0034934616845707
CYP2U1	4.29200830114522	0.226602830621695	1.39100326907292	0.18973516041776	1.93489009457156	0.18973516041776
CYP2W1	-0.410769327514428	-4.55162150750652	-10.1747798858442	3.24604348099427e-07	103.52614572538	3.24604348099427e-07
CYP39A1	2.85109377302397	-4.58295191300689	-11.30032849012	1.04066881609675e-07	127.697423984617	1.04066881609675e-07
CYP3A4	-0.332058639825945	-3.24336730992636	-7.41571715850176	8.60011459021979e-06	54.9928609748975	8.60011459021978e-06
CYP3A5	5.33386963785282	-1.61561572487076	-5.92413356403019	7.28884973091743e-05	35.095358484469	7.28884973091743e-05
CYP46A1	2.28991444776576	-0.780496557259897	-1.89345259347103	0.0829101670272184	3.58516272372217	0.0829101670272184
CYP4B1	1.96751634711831	-2.29677034725602	-6.24249279634018	4.50551545366218e-05	38.9687163123591	4.50551545366218e-05
CYP4F12	2.87870062852682	-3.91583730738591	-8.14282682685722	3.35600419823731e-06	66.3056287321856	3.35600419823731e-06
CYP4F22	3.42682370154844	-3.31029005679984	-5.61451215584641	0.000117955935027304	31.5227467481471	0.000117955935027304
CYP4F3	2.11030126668894	-1.39844094954054	-3.44220999568771	0.00494453125855335	11.8488096544124	0.00494453125855335
CYP4F8	0.610085061731027	-0.31795929966222	-0.519866111716254	0.612709411518122	0.270260774110977	0.612709411518122
CYP4V2	4.79825047866557	0.612682092184314	3.26787812692082	0.00681505709670872	10.6790274524076	0.00681505709670872
CYP4X1	1.58853057385636	-3.3544169409139	-10.3394768263917	2.73109888897038e-07	106.904781043492	2.73109888897038e-07
CYP51A1	6.35666866367362	0.0134120548933199	0.0670723968508972	0.947639983622886	0.00449870641932424	0.947639983622886
CYP7B1	4.79490713541258	1.63422665667965	7.40427965240957	8.73271611940286e-06	54.8233571710864	8.73271611940286e-06
CYP8B1	0.287852723240338	-0.921284633198877	-3.0685790317722	0.00984865156217232	9.41617727423199	0.00984865156217232
CYR61	4.28412676572954	0.873370549712097	2.09891131637466	0.0578912093317319	4.40542871400562	0.0578912093317319
CYS1	1.99694686914137	-1.24906220238142	-2.12476680854443	0.0552975889512741	4.51463399069208	0.0552975889512741
CYSLTR1	5.53617626189244	-0.136380867631174	-0.4133076495504	0.686746031995704	0.170823213176876	0.686746031995704
CYSLTR2	3.50677905206209	0.768499079292671	2.80217635773166	0.0161184521120504	7.85219233983027	0.0161184521120504
CYSRT1	3.90088116881868	-0.294230475287498	-0.492896297684659	0.631072680582015	0.242946760271244	0.631072680582015
CYSTM1	4.39267810615963	0.239401502387235	1.34373759544629	0.204143090632914	1.80563072541577	0.204143090632914
CYTH1	6.62935011755954	1.29350085653763	9.8054039501768	4.82207933613955e-07	96.1459466261427	4.82207933613955e-07
CYTH2	5.09377104447869	-0.492327226723684	-2.26175277646493	0.0432887502421899	5.11552562184682	0.0432887502421899
CYTH3	5.43903851191945	-1.21719648389247	-5.05382225549919	0.00029188379038593	25.5411193901789	0.00029188379038593
CYTH4	5.60057552251933	3.66183321657726	12.1966683431686	4.4940110798219e-08	148.75871867325	4.4940110798219e-08
CYTIP	4.77965991685137	3.83881363748139	15.8460701756903	2.37562599308513e-09	251.097940012901	2.37562599308514e-09
CYTL1	0.714627469157208	1.75416904727723	3.57565945513854	0.00387233205244785	12.7853405391216	0.00387233205244785
CYYR1	3.54005803150389	-0.518552948531737	-2.00117546012308	0.0687591568063712	4.0047032221988	0.0687591568063712
D2HGDH	4.07665501506929	0.246320360653755	1.05904928912515	0.310641850392645	1.12158539679649	0.310641850392645
DAAM1	6.35718798660465	-2.66923311161486	-11.2209526705569	1.12403174401187e-07	125.909778834879	1.12403174401187e-07
DAAM2	4.7691302205248	-0.715119783217786	-2.08090190926072	0.0597647166787358	4.33015275596492	0.0597647166787358
DAB2	6.50273477114713	0.53888793873178	2.17160175694683	0.0508756099494695	4.71585419077458	0.0508756099494695
DAB2IP	4.78483670399976	-0.567694332908585	-2.12680601928656	0.0550977459607755	4.52330384367355	0.0550977459607755
DACH1	2.00489726374954	-1.42702344156794	-4.44798723836623	0.000815732592426437	19.7845904726688	0.000815732592426437
DACT1	3.23869358129851	0.910282914942932	2.29032271890468	0.0411180559881844	5.24557815673092	0.0411180559881844
DACT2	0.673712794037069	-4.58801178745002	-11.9170412054037	5.8059168480412e-08	142.01587109129	5.8059168480412e-08
DACT3	3.19752618860546	-0.557304035243627	-1.63038115183312	0.129236730135341	2.65814270025269	0.129236730135341
DAD1	5.69547327117788	0.424017869876591	1.6468886288932	0.125764770870872	2.71224215597773	0.125764770870872
DAG1	5.84631713692162	-1.3818539740049	-6.2003189760222	4.79812239728776e-05	38.443955404421	4.79812239728776e-05
DAGLA	1.66133023129794	0.863040433110122	3.68038725983646	0.00319930820231277	13.5452503823665	0.00319930820231277
DAGLB	4.42679847116506	0.0976015441238784	0.519560310545516	0.61291612553922	0.269942916294153	0.61291612553922
DALRD3	4.20678668109495	-0.08672664060275	-0.408588240049842	0.690112829541921	0.166944349907028	0.690112829541921
DAMA-236L13.20	1.0768342050348	-0.746599531535496	-2.48870672813847	0.0286820483921699	6.19366117868168	0.0286820483921699
DAP	5.47033449586977	0.068845175250619	0.333134381232317	0.744840126514278	0.110978515959038	0.744840126514278
DAP3	6.19337007342631	0.00127242516879722	0.00850078320990528	0.993358562231636	7.22633151818076e-05	0.993358562231636
DAPK1	5.50854194966547	1.13168492180738	4.77156434878305	0.000468270675787655	22.7678263345774	0.000468270675787655
DAPK2	4.27750301731417	-0.21765023042118	-0.82466155129495	0.425816992155234	0.680066674184194	0.425816992155234
DAPK3	5.06002843259735	0.747997318889517	3.49061746112862	0.00452439618009982	12.184410259936	0.00452439618009981
DAPL1	2.86729936163055	-5.75247354498387	-7.08769192766073	1.34233793132e-05	50.2353768614271	1.34233793132e-05
DAPP1	5.50348619510775	1.42197070681786	6.76977815295242	2.09355870209474e-05	45.8298962401918	2.09355870209474e-05
DARS	6.86763215816756	-0.0796974724546935	-0.484126536829121	0.637100614577349	0.234378503662158	0.637100614577349
DARS2	3.47906420722168	0.787936940984142	3.4298856443198	0.00505770335187453	11.7641155331111	0.00505770335187453
DAXX	5.20043696390731	0.617662635658441	4.08329330740153	0.00154902171475213	16.6732842342702	0.00154902171475213
DAZAP1	5.83291659931097	0.68957867969266	3.98507171804499	0.0018458617439636	15.880796597962	0.0018458617439636
DAZAP2	7.58200462126099	0.909154880209045	6.34060141730088	3.89567106502224e-05	40.2032263330779	3.89567106502224e-05
DBF4	3.9802876089733	0.95117693166052	4.23288127640679	0.00118847856230877	17.9172839001552	0.00118847856230877
DBF4B	1.79451509083507	0.412257005530854	1.30975545020172	0.215048380403711	1.7154593393331	0.215048380403711
DBI	7.26481456252584	-0.633395479993633	-2.32277856837257	0.0387783236067839	5.39530027769095	0.0387783236067839
DBN1	5.33100664904492	-0.832227004646783	-2.48759102996974	0.0287405628539537	6.18810913238593	0.0287405628539537
DBNDD1	1.54542883834965	-1.84227727304323	-4.27180835470277	0.00110976937146412	18.2483466193084	0.00110976937146412
DBNDD2	4.69115441532246	0.306271251857315	1.61081739157507	0.133460100561716	2.59473266900071	0.133460100561716
DBNL	7.05323245859209	1.1343049650636	7.694072632298	5.95508221840588e-06	59.1987536710771	5.95508221840588e-06
DBP	4.23557233078383	-0.515162168094847	-1.95672619941251	0.074304073236461	3.82877741946733	0.074304073236461
DBR1	4.45074676589157	0.273164618479304	1.7579359066871	0.104476145191914	3.09033865201981	0.104476145191914
DBT	5.31786894643278	-0.841408054940101	-5.53231007795155	0.000134340458367961	30.6064547986043	0.000134340458367961
DCAF1	5.24149466201456	-0.323267190019017	-1.94926256178054	0.0752746568706595	3.79962453475924	0.0752746568706595
DCAF10	5.7443615200651	-0.350988325092853	-2.49729884233782	0.0282352813717987	6.23650150794182	0.0282352813717987
DCAF11	5.23318129236408	0.342736015195506	1.59668682475155	0.136585128488115	2.54940881633519	0.136585128488115
DCAF12	5.55551691742076	0.264365059187919	1.76139875981775	0.103867397036291	3.10252559108749	0.103867397036291
DCAF13	5.62625928023476	0.328465693594919	1.97453689624446	0.0720344020324649	3.89879595463071	0.0720344020324649
DCAF15	3.92166501197799	0.141706257744858	0.737577340479517	0.475092384487265	0.544020333188837	0.475092384487265
DCAF16	5.70293697818112	-0.590770541207942	-4.21321105108465	0.00123043370796486	17.7511473609818	0.00123043370796486
DCAF17	4.55023093635447	-0.105349267603452	-0.615070205449906	0.550112144663843	0.378311357632189	0.550112144663843
DCAF4	3.70487815592865	-0.932482136605268	-3.97326630580601	0.00188530125502878	15.7868451368533	0.00188530125502878
DCAF5	6.00986979743408	-0.270908449337314	-1.71053190475386	0.113136437821856	2.92591939718087	0.113136437821856
DCAF6	6.31564909165723	-0.523608313803507	-3.9229703205361	0.00206332707533073	15.3896961358071	0.00206332707533073
DCAF7	5.90017469576548	0.629295005466448	3.92855306076299	0.00204273885802594	15.4335291512302	0.00204273885802593
DCAF8	6.41729871279544	-0.369149393882262	-2.54253521095443	0.0259924343883672	6.46448529894308	0.0259924343883672
DCAKD	4.07523799445327	-1.06756976731234	-6.83585658966848	1.90677580307873e-05	46.728935314514	1.90677580307873e-05
DCBLD1	4.03237180132715	1.29900611648418	5.84589521164276	8.22121149779726e-05	34.1744908255077	8.22121149779728e-05
DCBLD2	5.20011164733023	-0.954128503445274	-4.04699699840274	0.00165250163250048	16.3781847050808	0.00165250163250048
DCC	0.732779755146001	0.0633929027429302	0.202832555202157	0.842699254526821	0.041141045449836	0.842699254526821
DCD	7.29319976592875	-5.70772811501437	-9.07294122516708	1.09605527443822e-06	82.3182624753362	1.09605527443822e-06
DCDC1	0.163962124889024	-1.53687707893396	-3.83498957168879	0.0024175784673069	14.7071450149618	0.0024175784673069
DCDC2B	0.0262073091275811	-0.100279523829878	-0.272575550797506	0.789860802534277	0.0742974308925636	0.789860802534277
DCHS1	4.99291484765722	0.380664120208665	1.3501724889847	0.202130045493697	1.82296575001113	0.202130045493697
DCHS2	1.42048394376338	-0.751382855970754	-2.14312944156452	0.053522362934918	4.59300380330065	0.053522362934918
DCK	5.46086851562577	0.634506601722146	2.98277402345621	0.0115427962081032	8.89694087500516	0.0115427962081032
DCLK1	5.18960794312853	-1.03077744226529	-4.82415296220391	0.000428440680975509	23.2724518027407	0.000428440680975508
DCLK2	1.91510357224056	-0.0237608079038707	-0.0644969547279293	0.949647420191796	0.00415985716917656	0.949647420191796
DCLK3	0.229131246668036	-0.546416759908341	-1.29707545787665	0.219237283061367	1.68240474342593	0.219237283061367
DCLRE1A	3.97722793516909	0.239239850764752	0.864832353380296	0.404261130661541	0.747934999453301	0.404261130661541
DCLRE1B	1.82929322147647	1.26391851798647	1.13823364378172	0.277463705926302	1.29557582783661	0.277463705926302
DCLRE1C	4.44536724770044	0.402526101863624	1.69169045522338	0.116752452407173	2.86181659629387	0.116752452407173
DCN	10.9696819788592	-0.013083873855841	-0.0387869160379363	0.969704645249434	0.00150442485573392	0.969704645249434
DCP1A	5.32836050211068	0.129068744776974	0.820033243241241	0.428348546631236	0.672454520020748	0.428348546631236
DCP1B	2.00125939033156	-0.656444212657935	-2.56755144241092	0.0248276544511686	6.59232040942642	0.0248276544511686
DCP2	6.91643172389104	1.21222166342436	8.73562900955116	1.62772483352647e-06	76.3112141925118	1.62772483352647e-06
DCPS	3.37715497867134	-0.191640537782015	-1.0081311877437	0.333490204761471	1.01632849170152	0.333490204761471
DCST2	-0.610354932856061	-2.81321528024575	-7.22214722760736	1.11661863773605e-05	52.1594105772366	1.11661863773605e-05
DCT	5.02044720817694	-6.41134199398373	-6.71303621684671	2.26951816453465e-05	45.0648552486956	2.26951816453465e-05
DCTD	5.8803989644914	0.48346753131259	3.23687839576866	0.00721621640831851	10.4773817489939	0.00721621640831851
DCTN1	6.99155576539169	-0.610313466872851	-3.94870360769715	0.0019701729373784	15.5922601814405	0.00197017293737841
DCTN2	6.67077465325317	-0.443408668983042	-2.62843520688914	0.0222018048277181	6.90867163681438	0.0222018048277181
DCTN3	4.84428645902378	-0.62800384706773	-3.608757764435	0.00364525426684289	13.0231326023699	0.00364525426684289
DCTN4	6.25059233429978	-0.312830200812372	-1.89678427636036	0.0824351421443604	3.59779059104788	0.0824351421443604
DCTN5	6.53961732114548	0.306623377372118	1.88792333335117	0.0837040455733507	3.5642545126118	0.0837040455733507
DCTN6	4.60949859820202	-0.069734502547214	-0.305078533344895	0.765586746605835	0.0930729115078723	0.765586746605835
DCTPP1	3.49476591908417	-0.0945692071784596	-0.505812937053294	0.62224476829514	0.255846727290479	0.62224476829514
DCUN1D1	6.14204951673549	-0.865294341328908	-3.73883094313051	0.00287708018093907	13.9788568213102	0.00287708018093907
DCUN1D2	3.49331743591813	-0.910802285875235	-5.64427426840322	0.000112556352272486	31.8578320169587	0.000112556352272485
DCUN1D3	5.40181686236284	-0.0832174129793852	-0.427786475071555	0.676460951732214	0.183001268254146	0.676460951732214
DCUN1D4	5.05832767683746	-0.750169976817508	-4.67321617770151	0.000553515120369991	21.8389494435311	0.000553515120369991
DCUN1D5	4.25736809385147	0.0196797266923125	0.129861951509458	0.898849160917504	0.0168641264498448	0.898849160917504
DCXR	4.31210049874668	-0.804225607069605	-4.38945321404139	0.000903189754836616	19.2672995182583	0.000903189754836616
DDA1	4.2705079716172	0.106998529738109	0.591289580739437	0.565410894591535	0.349623368291019	0.565410894591535
DDAH1	4.24912073387028	-0.0882982228696712	-0.29842194544816	0.770537881318365	0.0890556575250645	0.770537881318365
DDAH2	5.56263367069323	-1.14255219548057	-6.09204005176078	5.64569277685559e-05	37.1129519922575	5.64569277685559e-05
DDB1	7.98900992657573	-0.20450907200003	-1.32824699161822	0.209056660089787	1.76424007074286	0.209056660089787
DDB2	5.45338958096036	-0.309758404184265	-2.05192364502388	0.0628987865213108	4.2103906450081	0.0628987865213108
DDHD1	5.90741505905973	0.908021865321195	4.02776185393827	0.00171021357546369	16.2228655520402	0.00171021357546369
DDHD2	5.89204225346765	-0.702280750500623	-3.89273414524654	0.00217861042367641	15.1533791255683	0.00217861042367641
DDI2	6.44500833870127	-0.38662347513831	-2.16801346724258	0.0512022357646223	4.70028239414521	0.0512022357646223
DDIAS	2.53948586995244	0.669277591828042	2.20326766953683	0.0480773948698533	4.85438842362625	0.0480773948698533
DDIT3	3.72400743156479	0.540375078979051	2.93920192310738	0.0125117005829506	8.63890794479812	0.0125117005829506
DDIT4	5.65668675111827	1.81645838429663	8.51310257494842	2.12637724664259e-06	72.4729154515934	2.12637724664259e-06
DDIT4L	2.16160878559746	-1.1786227069695	-3.01187681838779	0.0109377728414777	9.07140196914177	0.0109377728414777
DDO	0.934124929141894	1.93379808786249	6.04904189736244	6.02512296976251e-05	36.5909078760462	6.02512296976251e-05
DDOST	7.40576738658348	0.767088973923562	5.19027602186193	0.000233175117687769	26.9389651831149	0.000233175117687769
DDR1	6.04822445340788	-2.51247575507457	-8.81477975968715	1.48195187186014e-06	77.7003422117903	1.48195187186014e-06
DDR2	7.60650183387414	-0.626389024341594	-2.14491115139875	0.053353000260508	4.60064384739471	0.053353000260508
DDRGK1	4.44561651375756	-0.097794476847211	-0.469396765220063	0.647286378624404	0.220333323199059	0.647286378624404
DDT	4.90527803861544	0.212615070071007	0.962865331461762	0.354810866845117	0.927109646530968	0.354810866845117
DDTL	1.39551704876109	0.183832544525869	0.506652200462552	0.62167327046129	0.256696452233546	0.62167327046129
DDX1	6.81787132816364	-0.803231933585579	-5.82712853892368	8.4631194280223e-05	33.9554270091389	8.4631194280223e-05
DDX10	4.5390049867311	-0.28971127471599	-1.80686771407326	0.0961647077926307	3.26477093616034	0.0961647077926307
DDX10P1	-0.290263867866883	0.876589348217056	1.53482557654323	0.151026450324076	2.35568955041124	0.151026450324076
DDX11	3.85601516938981	0.0817362195306277	0.326032678963557	0.750072670872618	0.106297307752154	0.750072670872618
DDX11L2	-0.257342819022641	-1.05630223415083	-1.72815178228766	0.109845361823742	2.98650858262403	0.109845361823742
DDX12P	1.24399951199595	0.262357528112109	0.897294779813259	0.387389620898866	0.805137921880124	0.387389620898866
